,Model,Fold,R2_score_train,MAE_score_train,RMSE_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_train,rho_score_test,nun_zero_coefs,Compression_methd,Dataset
8,Lasso,9,0.8128402592015771,0.0874538905053711,0.1224600837675489,0.6804250802313314,0.1081311947371152,0.1516747246014183,0.7839742879958292,0.6532255215468564,329,iDCT2,IF1_ECOLI
9,Lasso,10,0.8075290551687009,0.087482685578429,0.123120162560342,0.7207996318468161,0.1139828873615411,0.1534761613137846,0.7874724153354404,0.7248894229109833,330,iDCT2,IF1_ECOLI
0,Lasso,1,0.8170723492851039,0.0867233069580749,0.1209782519319195,0.6294164414261285,0.11557473169908,0.1645442293350967,0.7902783824312194,0.7628961796618166,350,iDCT,IF1_ECOLI
1,Lasso,2,0.819524492268096,0.0862787961099291,0.1204855803357314,0.6351427132668142,0.1227264584045499,0.1584025237943468,0.8036297367086965,0.6552299537404747,338,iDCT,IF1_ECOLI
2,Lasso,3,0.8149153366746875,0.0863341443492586,0.1211966671565898,0.6811522506935803,0.1183393537359989,0.1586591736645773,0.7993024437141234,0.674430337608288,359,iDCT,IF1_ECOLI
3,Lasso,4,0.8084158099534816,0.0880459790755694,0.1229008911664124,0.7634120437134401,0.1028500724552895,0.1406639466921814,0.8017402590727436,0.7024169796144345,343,iDCT,IF1_ECOLI
4,Lasso,5,0.8179554760195367,0.0864005632906039,0.1200716258668933,0.6284405971376268,0.1244994235888517,0.1728725571585642,0.7917475324958835,0.7419781704380658,333,iDCT,IF1_ECOLI
5,Lasso,6,0.8077527460331894,0.0867684161479902,0.1212149947344575,0.6423141647818997,0.1308617030005638,0.19161537987802,0.7884435862245972,0.6960693003029965,332,iDCT,IF1_ECOLI
6,Lasso,7,0.8133980050575835,0.0877278177927357,0.1228291815922038,0.6610930062055287,0.1060468013780078,0.1488744502912112,0.7920709059282222,0.7521137884269595,335,iDCT,IF1_ECOLI
7,Lasso,8,0.8171037447562569,0.0853933875047407,0.1203232897628396,0.6381146354923601,0.1198436911846878,0.1709596422887918,0.7986485288751916,0.7359477518583,351,iDCT,IF1_ECOLI
8,Lasso,9,0.8149315991123218,0.0871350297195535,0.1217739716746317,0.6522547069567365,0.1170470630028765,0.1582185867290678,0.7954879203173948,0.6106830630347447,329,iDCT,IF1_ECOLI
9,Lasso,10,0.8094939084862363,0.0867908828439224,0.122490109987054,0.7336219192240572,0.1080567831775279,0.1499105431649655,0.7985304596036475,0.7589998143423633,345,iDCT,IF1_ECOLI
0,Lasso,1,0.8569930076016957,0.0917795154133945,0.1275619659825632,0.6198192894287089,0.1532760871770813,0.2248247903470047,0.88069969305818,0.7976576117381792,378,iDCT2,RL401_2013
1,Lasso,2,0.8556216931370575,0.0908745835802392,0.1272216094645093,0.6280799238037275,0.1583259319414304,0.2346857264584189,0.8852086109684913,0.8173472258915566,366,iDCT2,RL401_2013
2,Lasso,3,0.8584433043603674,0.0909079649966151,0.1290326718784566,0.5807201801110535,0.1435363505299636,0.2055643301555818,0.8900867304862674,0.7838242801662243,369,iDCT2,RL401_2013
3,Lasso,4,0.8570875362431268,0.0918049754685153,0.1284448511151254,0.5227182366489034,0.1563072900133808,0.24005552497243,0.8861949571561728,0.7631465902556233,356,iDCT2,RL401_2013
4,Lasso,5,0.8576877954191716,0.0922570427422348,0.1294742112536519,0.6616901599665926,0.1312511290152241,0.1822174034631559,0.8875462300752245,0.817720601970949,392,iDCT2,RL401_2013
5,Lasso,6,0.8534699155888309,0.0931119291366921,0.1317807650287599,0.6249559030964291,0.1396965697806651,0.1852113295711172,0.8843068397607274,0.7703504225866457,370,iDCT2,RL401_2013
6,Lasso,7,0.8550005528759653,0.0932162107602936,0.1303764546896386,0.7171666644972531,0.1196160784199481,0.1717130786039812,0.885592082380253,0.7980743585776854,385,iDCT2,RL401_2013
7,Lasso,8,0.8528000758308967,0.0921422245571366,0.1311660105446885,0.6511395824783147,0.1442324561960115,0.1939200275688142,0.8864529559707818,0.7784873600454936,378,iDCT2,RL401_2013
8,Lasso,9,0.8548164476952644,0.0925188487590716,0.1304637588902107,0.6687283033580602,0.1371786792728844,0.1855292955281646,0.8825991253355985,0.8080895746668516,373,iDCT2,RL401_2013
9,Lasso,10,0.8560916677982995,0.0909542482303926,0.1275186600851012,0.6748557037834824,0.1437508257892396,0.2133320257932951,0.8876618385114609,0.8355977912167698,369,iDCT2,RL401_2013
0,Lasso,1,0.8530925170676689,0.0899418976130502,0.1292898781979867,0.626041809849657,0.1535369234573184,0.2229773155818893,0.8819116726163656,0.8204486669534592,357,mean,RL401_2013
1,Lasso,2,0.8482955633012186,0.0919880045942583,0.1304094473129592,0.6836285992520008,0.1489182651277602,0.2164514374516688,0.8755412838554648,0.8337493719124393,352,mean,RL401_2013
2,Lasso,3,0.8491093042171733,0.0931530228236302,0.1332188599310488,0.6155605497225782,0.1390359625384563,0.1968383659634466,0.875990975818894,0.8183040722601976,348,mean,RL401_2013
3,Lasso,4,0.8483114432272046,0.0928152332529295,0.1323299218875136,0.5528356816724609,0.1482868401976081,0.2323581212916637,0.8747983583759746,0.7914242656982992,335,mean,RL401_2013
4,Lasso,5,0.8505395116734815,0.0927738993451808,0.1326860908455779,0.6324217764299391,0.1364115891306418,0.1899360605901777,0.8805568798710887,0.7625413966578386,364,mean,RL401_2013
5,Lasso,6,0.8519671850926552,0.0919498978171582,0.132454776234076,0.6549164652816493,0.1319244170939828,0.1776595269027245,0.8809209233926226,0.7721683171708544,356,mean,RL401_2013
6,Lasso,7,0.8505468908541535,0.0928308351888548,0.132363569720406,0.6949250228831252,0.1259942488736055,0.1783369647172857,0.8798301775751335,0.7957397186797496,353,mean,RL401_2013
7,Lasso,8,0.8455782221085609,0.0937673123277423,0.1343450875051048,0.6577055763197146,0.1353236635932772,0.1920864490527258,0.8794988577900691,0.8061225993916624,362,mean,RL401_2013
8,Lasso,9,0.8454152447971899,0.0943907820693039,0.134621526018479,0.7217453526048102,0.1259826316842882,0.1700362595624069,0.8781628404692524,0.8142139318723631,357,mean,RL401_2013
9,Lasso,10,0.8481182143230709,0.0918130410567564,0.1310037169227104,0.7076444374252746,0.1393241828514469,0.2022896524367111,0.8835362183231241,0.8396568529660897,339,mean,RL401_2013
0,Lasso,1,0.8547714394922395,0.0918473722961863,0.1285489648465729,0.6226366422092211,0.1522719116943089,0.2239902022401909,0.8809289423544688,0.809426979502766,370,iDCT,RL401_2013
1,Lasso,2,0.851265146355898,0.0918320196209354,0.1291267702407934,0.6137454138274905,0.1628866390168197,0.2391655869908001,0.8778287777710267,0.8239784420308304,373,iDCT,RL401_2013
2,Lasso,3,0.8492299120006372,0.0943032301182087,0.1331656079950383,0.6508735292469434,0.1398407895827856,0.1875802742415517,0.8784200445784202,0.8389109980217029,380,iDCT,RL401_2013
3,Lasso,4,0.8536827666435491,0.0927940227427958,0.1299658904984569,0.5002988024928263,0.1596881933099641,0.2456289098259892,0.880457293078976,0.7762070793492573,353,iDCT,RL401_2013
4,Lasso,5,0.8521240411340829,0.0935754517822048,0.1319808702469085,0.6371637914241299,0.1382810617901209,0.1887069298532599,0.8868487331304966,0.7365279234296418,349,iDCT,RL401_2013
5,Lasso,6,0.8483772462118465,0.0949248778078894,0.1340512334968505,0.6915546620340527,0.1249042759448524,0.1679637211093694,0.8819274267951352,0.8324667076938392,379,iDCT,RL401_2013
6,Lasso,7,0.8494882470299832,0.0938762104928806,0.1328315379269875,0.6784768033747147,0.1294876560545343,0.1830814032753007,0.8858794368179747,0.7695776735923274,365,iDCT,RL401_2013
7,Lasso,8,0.8538595929272829,0.091451322341341,0.1306931040193049,0.6113084799400754,0.1489266341596137,0.2046912834266819,0.8852181706314068,0.7865988172716365,361,iDCT,RL401_2013
8,Lasso,9,0.8475361837473753,0.0945573220204973,0.1336948169825907,0.6276964945875818,0.1452270371895136,0.1966839366644452,0.8800897436832252,0.8023289244984493,363,iDCT,RL401_2013
9,Lasso,10,0.8513515845441622,0.0920817507356274,0.1296017640005216,0.6608317582350423,0.1478230335315068,0.2178841193460423,0.8848917675803688,0.8139184384861199,376,iDCT,RL401_2013
0,Lasso,1,0.7793505728439702,0.1244382234569736,0.1862975914577614,0.5945918046807874,0.1738286569903143,0.2608644546264889,0.7935082977339606,0.613741719695761,457,mean,DLG4
1,Lasso,2,0.7737081143854335,0.1256166823968101,0.1884255825995872,0.6272700635037343,0.1839636862987252,0.2517373571901447,0.7832812516125616,0.7339389729838023,427,mean,DLG4
2,Lasso,3,0.7885359650306483,0.1228125531906178,0.1816464293865802,0.4925011736940201,0.1978541614136852,0.3000066831856645,0.7867860506867521,0.6562916114599187,443,mean,DLG4
3,Lasso,4,0.7803510766661794,0.1239552540999616,0.1853048164504481,0.6174127159459053,0.1719378093358548,0.2602103126074871,0.792087011226929,0.7016138923280181,441,mean,DLG4
4,Lasso,5,0.7790665617474708,0.1258329278963952,0.1881891429800568,0.6231138611593614,0.1673723997294791,0.2299595930675938,0.79347193105662,0.6497118265682436,438,mean,DLG4
5,Lasso,6,0.7820511606546885,0.1243249958109784,0.187034636011295,0.5565603780821569,0.1689722659799937,0.2479236119520215,0.7932736828107747,0.6429469984221761,447,mean,DLG4
6,Lasso,7,0.7803654449763102,0.1227438920742792,0.1841756948098096,0.5708157200993911,0.1836417214721903,0.2871108542825231,0.7848049274000541,0.7001203519466189,431,mean,DLG4
7,Lasso,8,0.7782649975917578,0.125396335508878,0.1871950503853713,0.6474349549336021,0.1713542582847164,0.2387147796240738,0.7910582613508971,0.6813962183062666,432,mean,DLG4
8,Lasso,9,0.7951808032134678,0.1236144737679501,0.1840252936701648,0.2843611602177087,0.1749880018899352,0.2594539218447189,0.7963829882476922,0.6331302539444502,461,mean,DLG4
9,Lasso,10,0.7760836413433543,0.1269347294817585,0.1884945189984394,0.6293465912146594,0.1632904285915927,0.2401548730227621,0.7854691369435399,0.7213277911358964,443,mean,DLG4
0,Lasso,1,0.7971847871107799,0.1210320279754316,0.1786101362990854,0.6464135880374162,0.16711680983272,0.243621957196299,0.7917596733319819,0.6994713714323724,414,iDCT,DLG4
1,Lasso,2,0.794068819836372,0.1214903949896305,0.1797489782140037,0.7206713994026912,0.1659024401048222,0.2179255916249582,0.7849598628872498,0.7282721692382012,433,iDCT,DLG4
2,Lasso,3,0.8132782162888919,0.1165177701048985,0.1706892231097628,0.5678010413837853,0.1819218854164084,0.2768568456450017,0.7944342364394669,0.6752378778978484,418,iDCT,DLG4
3,Lasso,4,0.8007379461952105,0.1201221153733742,0.1764958383241333,0.6746559849089258,0.1592819802217567,0.2399554673699303,0.7899507623588664,0.6886696980966689,420,iDCT,DLG4
4,Lasso,5,0.8042855670582685,0.1207401611697942,0.1771231249408731,0.6427756948347214,0.1687486717531604,0.2238808509387264,0.7970822764554704,0.6139253672703148,422,iDCT,DLG4
5,Lasso,6,0.8072604300006675,0.1174888775807418,0.1758855662937497,0.5653819216973119,0.1757796782791643,0.2454451960760751,0.8040221079205089,0.6515311510592228,435,iDCT,DLG4
6,Lasso,7,0.8014558520502677,0.1173875901574321,0.1751098306705543,0.6234952509168402,0.1777592515285917,0.2689137057631721,0.7947297736869736,0.686593712192296,424,iDCT,DLG4
7,Lasso,8,0.8033872686999857,0.1190797641817269,0.176271886363335,0.6260364801653218,0.1709092521115245,0.2458523148497542,0.7931751025613845,0.7300749661214851,412,iDCT,DLG4
8,Lasso,9,0.8144620246904244,0.1198442172748487,0.1751493768959673,0.3435879850380625,0.1605392588197424,0.2484857849271705,0.7977729480883987,0.6819663787732171,411,iDCT,DLG4
9,Lasso,10,0.80139116269861,0.1212244814742858,0.1775231924741077,0.67176881850688,0.1500737628816232,0.2259942149628808,0.7915224561016995,0.7233181399517048,429,iDCT,DLG4
0,Lasso,1,0.8149090134151169,0.1142589727638259,0.170627282173791,0.6394545426548544,0.1657991505997526,0.2460076760527554,0.8116162390699692,0.6853335082458677,439,iDCT2,DLG4
1,Lasso,2,0.8119604278937653,0.1143674016835735,0.1717631528185619,0.6938344146201134,0.1680311323042221,0.228154330812591,0.8029107864187908,0.7526709075873169,465,iDCT2,DLG4
2,Lasso,3,0.8206290291427858,0.1129261209296879,0.1672956649276554,0.5743126066410273,0.1760751340393128,0.27476335002717,0.8058849841222204,0.7115836964591864,440,iDCT2,DLG4
3,Lasso,4,0.8161682823406282,0.1150369143053491,0.1695244682615911,0.6618526343271192,0.1605635081984218,0.2446314237741449,0.8091879945340302,0.6781784470364408,434,iDCT2,DLG4
4,Lasso,5,0.8166833323352428,0.1158929018957647,0.1714213124451849,0.6852272018930521,0.1496684283520615,0.2101575738727081,0.807950383597224,0.6734951296133848,440,iDCT2,DLG4
5,Lasso,6,0.8201947638773626,0.1134680306701427,0.1698814369646992,0.5372833739365208,0.1731334888356783,0.2532550972151475,0.813875971737252,0.6711550696793663,448,iDCT2,DLG4
6,Lasso,7,0.8129159231957854,0.1137038757222942,0.1699810060153128,0.6195777443244421,0.1782228814245413,0.2703090999219321,0.8035157499120333,0.7008391842376748,443,iDCT2,DLG4
7,Lasso,8,0.8163083385395997,0.1147297701999008,0.1703813107956725,0.6569549322531254,0.1656539069791529,0.2354698310135283,0.808994112541056,0.7382182608247153,435,iDCT2,DLG4
8,Lasso,9,0.8258779654803717,0.1143542092532061,0.1696754683424974,0.3613999924198201,0.164126494673654,0.2450912168126947,0.8113662237243382,0.6465021437243172,452,iDCT2,DLG4
9,Lasso,10,0.8120826882401752,0.1157689817794762,0.1726788749446351,0.6797293148910364,0.1509363097073038,0.2232369079784048,0.8077302744682454,0.7027253766332464,457,iDCT2,DLG4
0,Lasso,1,0.6982593053228823,0.1191600024991984,0.1673890057250877,0.5656688915226942,0.1469021448645839,0.1927932407829403,0.8539447114001143,0.7201541531123753,387,iDCT2,RASH_HUMAN
1,Lasso,2,0.6923155192331062,0.1205510797993169,0.1686294787654456,0.644525508761336,0.1275257525032196,0.178459070766398,0.8469273212999905,0.8239173767225699,385,iDCT2,RASH_HUMAN
2,Lasso,3,0.6929002226762739,0.120131788134819,0.1692216607764644,0.626947899318366,0.1299506027061382,0.1751397841046823,0.8522089770673322,0.7761640217023704,389,iDCT2,RASH_HUMAN
3,Lasso,4,0.6898738265821124,0.1185250499353615,0.1681899211626104,0.6559132655937931,0.1450781998748616,0.185878740414195,0.8474961943101238,0.8262562247991929,383,iDCT2,RASH_HUMAN
4,Lasso,5,0.7102418559299143,0.1193867768542308,0.1605655963037455,0.4947086775242071,0.1378477889446451,0.2467636718734275,0.8515580974495291,0.7978693179594666,368,iDCT2,RASH_HUMAN
5,Lasso,6,0.6959508465006692,0.118692320228446,0.1681629057507448,0.6128442923043323,0.1412256409839306,0.1803536951302703,0.8524060451766432,0.7736673747286066,378,iDCT2,RASH_HUMAN
6,Lasso,7,0.6955447483376749,0.1201849758310515,0.1687877368200306,0.5963247981163387,0.1312844469512965,0.1785100656120807,0.8520772745143278,0.7590637928848384,376,iDCT2,RASH_HUMAN
7,Lasso,8,0.6946257377156145,0.1188124888133543,0.1675131356499401,0.5869293030864458,0.1489011440396525,0.1974631286324701,0.8499182968302209,0.7570401810801882,372,iDCT2,RASH_HUMAN
8,Lasso,9,0.6912109653930448,0.1201576223921992,0.1693554393041347,0.6461587870248668,0.1349420179823106,0.1721794315894596,0.8505233959562072,0.800335925038312,380,iDCT2,RASH_HUMAN
9,Lasso,10,0.7036444635082961,0.1183451256392739,0.1645075394193697,0.5164647019937183,0.1449755164696021,0.2188354145091101,0.8508688215026344,0.770883783398791,372,iDCT2,RASH_HUMAN
0,Lasso,1,0.6945430770224452,0.1189190024469374,0.1684166300580263,0.5800383718151372,0.1389381050246017,0.1895772158838256,0.852124673856948,0.7474799919764409,377,mean,RASH_HUMAN
1,Lasso,2,0.6959761343031663,0.1185451506036336,0.1676233593999059,0.6088085476708847,0.1376735669776274,0.1872100179855953,0.8504567238137823,0.7768907933536247,388,mean,RASH_HUMAN
2,Lasso,3,0.6934182095023699,0.119124390700034,0.1690788870095679,0.6124850941741309,0.1373955227935649,0.1785024869725393,0.8523676884411219,0.7607832078925463,374,mean,RASH_HUMAN
3,Lasso,4,0.6847929456800911,0.1189504903299098,0.1695620743691374,0.676458022351818,0.1396609308007515,0.1802441067594619,0.8431533031864198,0.8362690062899663,380,mean,RASH_HUMAN
4,Lasso,5,0.7079520245340043,0.1189522658140197,0.1611987875135235,0.4651659454557069,0.143396939774722,0.2538749378728815,0.8461733067856541,0.7906577305806055,373,mean,RASH_HUMAN
5,Lasso,6,0.692988741466755,0.1184798496510655,0.1689800579643252,0.6236022345755944,0.1393093405202252,0.1778302871516428,0.8482877607977629,0.7882416061787665,371,mean,RASH_HUMAN
6,Lasso,7,0.6949004173408844,0.1190816107523218,0.1689662485884771,0.6005534783781397,0.1295243811951447,0.1775726172745668,0.8502256050460738,0.771743554262225,378,mean,RASH_HUMAN
7,Lasso,8,0.6906306823099237,0.1189002206177424,0.1686053195077315,0.6181392053523991,0.1422948548234107,0.1898568871736555,0.8480043428633947,0.772746163707886,389,mean,RASH_HUMAN
8,Lasso,9,0.691325735571874,0.1195701569145474,0.1693239635095222,0.6489032807586221,0.1307863200911949,0.171510395276181,0.8497305907592376,0.8044880273874393,378,mean,RASH_HUMAN
9,Lasso,10,0.700855353101467,0.1186044419426732,0.1652798468856564,0.5343459300720571,0.1398704132572063,0.2147510104880985,0.8484802092184425,0.8009072793672211,383,mean,RASH_HUMAN
0,Lasso,1,0.6941145260033175,0.1194342920789199,0.1685347315244525,0.5826100094276554,0.142600346565092,0.1889958859493022,0.8493453541102315,0.7311510803218337,367,iDCT,RASH_HUMAN
1,Lasso,2,0.688089079568193,0.1212835972323763,0.1697836993378123,0.6415482607307583,0.1269368604012613,0.1792048472765226,0.8434427374366331,0.8189423825125172,358,iDCT,RASH_HUMAN
2,Lasso,3,0.6881959698550562,0.1214022489516439,0.1705128307493253,0.6284946324642762,0.1284328543161276,0.1747763283229564,0.8472454123859687,0.7725611723698859,367,iDCT,RASH_HUMAN
3,Lasso,4,0.6887436522317341,0.1184985033787793,0.1684961047229004,0.6479550624528949,0.1473606076876253,0.1880159995270287,0.8453384620698144,0.8217600104810212,352,iDCT,RASH_HUMAN
4,Lasso,5,0.7075698904026935,0.1195525876848821,0.1613042144070234,0.4947893681659686,0.1398369616698528,0.2467439680776676,0.8487632936061232,0.7991673880341184,372,iDCT,RASH_HUMAN
5,Lasso,6,0.6922257470085977,0.1197514795180073,0.169189905059142,0.6415816613613146,0.1345885963288281,0.1735311011980112,0.8465290626578517,0.8059152391939677,371,iDCT,RASH_HUMAN
6,Lasso,7,0.6946815458023362,0.1201500988770482,0.1690268440051471,0.6029670123470563,0.1294549498279445,0.1770353402286167,0.8508949739148585,0.7539016456570027,367,iDCT,RASH_HUMAN
7,Lasso,8,0.6934446123596923,0.1185830302318403,0.167836776327512,0.5972759288894577,0.1489949413720177,0.1949744097673429,0.8491972112334116,0.7607442007535615,377,iDCT,RASH_HUMAN
8,Lasso,9,0.689884164938652,0.1202309384208415,0.1697188913586771,0.6257555078752164,0.1381767435867356,0.1770739890070779,0.8474185545468086,0.7862524321692835,362,iDCT,RASH_HUMAN
9,Lasso,10,0.7041973000273691,0.1185584562550767,0.1643540274758387,0.512305746142133,0.1458864955924964,0.2197745167528056,0.8501928875370317,0.7643781708208561,365,iDCT,RASH_HUMAN
